NOME,FASE_2022,NIVEL_IDEAL_2022
ALUNO-911,4,Fase 7 (3º EM)
ALUNO-912,,
ALUNO-913,3,Fase 3 (7º e 8º ano)
ALUNO-914,2,Fase 4 (9º ano)
ALUNO-915,2,Fase 2 (5º e 6º ano)
ALUNO-916,5,Fase 5 (1º EM)
ALUNO-917,,
ALUNO-918,4,Fase 5 (1º EM)
ALUNO-919,7,Fase 7 (3º EM)
ALUNO-920,5,Fase 7 (3º EM)
ALUNO-921,3,Fase 7 (3º EM)
ALUNO-922,3,Fase 3 (7º e 8º ano)
ALUNO-923,0,Fase 2 (5º e 6º ano)
ALUNO-924,1,Fase 2 (5º e 6º ano)
ALUNO-925,0,ALFA  (2º e 3º ano)
ALUNO-926,3,Fase 4 (9º ano)
ALUNO-927,1,Fase 2 (5º e 6º ano)
ALUNO-928,,
ALUNO-929,,
ALUNO-930,6,Fase 7 (3º EM)
ALUNO-931,1,Fase 2 (5º e 6º ano)
ALUNO-932,3,Fase 4 (9º ano)
ALUNO-933,5,Fase 7 (3º EM)
ALUNO-934,7,Fase 8 (Universitários)
ALUNO-935,,
ALUNO-936,0,Fase 2 (5º e 6º ano)
ALUNO-937,3,Fase 3 (7º e 8º ano)
ALUNO-938,,
ALUNO-939,4,Fase 5 (1º EM)
ALUNO-940,,
ALUNO-941,3,Fase 4 (9º ano)
ALUNO-942,,
ALUNO-943,,
ALUNO-944,3,Fase 6 (2º EM)
ALUNO-945,4,Fase 6 (2º EM)
ALUNO-946,3,Fase 4 (9º ano)
ALUNO-947,1,Fase 2 (5º e 6º ano)
ALUNO-948,4,Fase 5 (1º EM)
ALUNO-949,2,Fase 3 (7º e 8º ano)
ALUNO-950,,
ALUNO-951,,
ALUNO-952,2,Fase 2 (5º e 6º ano)
ALUNO-953,,
ALUNO-954,0,Fase 1 (4º ano)
ALUNO-955,1,Fase 1 (4º ano)
ALUNO-956,,
ALUNO-957,2,Fase 3 (7º e 8º ano)
ALUNO-958,5,Fase 7 (3º EM)
ALUNO-959,1,Fase 3 (7º e 8º ano)
ALUNO-960,0,Fase 1 (4º ano)
ALUNO-961,2,Fase 2 (5º e 6º ano)
ALUNO-962,,
ALUNO-963,1,Fase 3 (7º e 8º ano)
ALUNO-964,3,Fase 3 (7º e 8º ano)
ALUNO-965,,
ALUNO-966,,
ALUNO-967,0,Fase 2 (5º e 6º ano)
ALUNO-968,,
ALUNO-969,2,Fase 2 (5º e 6º ano)
ALUNO-970,,
ALUNO-971,0,ALFA  (2º e 3º ano)
ALUNO-972,,
ALUNO-973,,
ALUNO-974,0,Fase 1 (4º ano)
ALUNO-975,0,Fase 1 (4º ano)
ALUNO-976,0,ALFA  (2º e 3º ano)
ALUNO-977,,
ALUNO-978,0,Fase 2 (5º e 6º ano)
ALUNO-979,1,Fase 2 (5º e 6º ano)
ALUNO-980,0,ALFA  (2º e 3º ano)
ALUNO-981,0,Fase 2 (5º e 6º ano)
ALUNO-982,2,Fase 2 (5º e 6º ano)
ALUNO-983,3,Fase 3 (7º e 8º ano)
ALUNO-984,1,Fase 3 (7º e 8º ano)
ALUNO-985,1,Fase 2 (5º e 6º ano)
ALUNO-986,,
ALUNO-987,,
ALUNO-988,1,Fase 2 (5º e 6º ano)
ALUNO-989,2,Fase 4 (9º ano)
ALUNO-990,2,Fase 3 (7º e 8º ano)
ALUNO-991,2,Fase 3 (7º e 8º ano)
ALUNO-992,,
ALUNO-993,5,Fase 6 (2º EM)
ALUNO-994,3,Fase 3 (7º e 8º ano)
ALUNO-995,1,Fase 2 (5º e 6º ano)
ALUNO-996,2,Fase 3 (7º e 8º ano)
ALUNO-997,2,Fase 2 (5º e 6º ano)
ALUNO-998,0,ALFA  (2º e 3º ano)
ALUNO-999,,
ALUNO-1000,2,Fase 2 (5º e 6º ano)
ALUNO-1001,0,Fase 1 (4º ano)
ALUNO-1002,4,Fase 6 (2º EM)
ALUNO-1003,,
ALUNO-1004,0,Fase 2 (5º e 6º ano)
ALUNO-1005,1,Fase 2 (5º e 6º ano)
ALUNO-1006,,
ALUNO-1007,,
ALUNO-1008,0,ALFA  (2º e 3º ano)
ALUNO-1009,0,Fase 1 (4º ano)
ALUNO-1010,2,Fase 2 (5º e 6º ano)
ALUNO-1011,0,Fase 1 (4º ano)
ALUNO-1012,,
ALUNO-1013,,
ALUNO-1014,1,Fase 3 (7º e 8º ano)
ALUNO-1015,4,Fase 4 (9º ano)
ALUNO-1016,,
ALUNO-1017,4,Fase 2 (5º e 6º ano)
ALUNO-1018,,
ALUNO-1019,,
ALUNO-1020,,
ALUNO-1021,,
ALUNO-1022,1,Fase 2 (5º e 6º ano)
ALUNO-1023,0,Fase 2 (5º e 6º ano)
ALUNO-1024,,
ALUNO-1025,0,ALFA  (2º e 3º ano)
ALUNO-1026,3,Fase 4 (9º ano)
ALUNO-1027,,
ALUNO-1028,3,Fase 3 (7º e 8º ano)
ALUNO-1029,3,Fase 3 (7º e 8º ano)
ALUNO-1030,2,Fase 3 (7º e 8º ano)
ALUNO-1031,1,Fase 2 (5º e 6º ano)
ALUNO-1032,,
ALUNO-1033,0,ALFA  (2º e 3º ano)
ALUNO-1034,2,Fase 3 (7º e 8º ano)
ALUNO-1035,,
ALUNO-1036,,
ALUNO-1037,3,Fase 3 (7º e 8º ano)
ALUNO-1038,5,Fase 5 (1º EM)
ALUNO-1039,0,Fase 2 (5º e 6º ano)
ALUNO-1040,3,Fase 4 (9º ano)
ALUNO-1041,,
ALUNO-1042,3,Fase 4 (9º ano)
ALUNO-1043,,
ALUNO-1044,0,Fase 1 (4º ano)
ALUNO-1045,2,Fase 2 (5º e 6º ano)
ALUNO-1046,,
ALUNO-1047,,
ALUNO-1048,1,Fase 1 (4º ano)
ALUNO-1049,1,Fase 2 (5º e 6º ano)
ALUNO-1050,0,Fase 1 (4º ano)
ALUNO-1051,3,Fase 4 (9º ano)
ALUNO-1052,2,Fase 2 (5º e 6º ano)
ALUNO-1053,5,Fase 7 (3º EM)
ALUNO-1054,1,Fase 1 (4º ano)
ALUNO-1055,4,Fase 4 (9º ano)
ALUNO-1056,,
ALUNO-1057,3,Fase 4 (9º ano)
ALUNO-1058,2,Fase 2 (5º e 6º ano)
ALUNO-1059,3,Fase 6 (2º EM)
ALUNO-1060,3,Fase 3 (7º e 8º ano)
ALUNO-1061,,
ALUNO-1062,5,Fase 5 (1º EM)
ALUNO-1063,0,Fase 2 (5º e 6º ano)
ALUNO-1064,,
ALUNO-1065,0,Fase 2 (5º e 6º ano)
ALUNO-1066,4,Fase 4 (9º ano)
ALUNO-1067,2,Fase 2 (5º e 6º ano)
ALUNO-1068,7,Fase 8 (Universitários)
ALUNO-1069,0,Fase 1 (4º ano)
ALUNO-1070,1,Fase 3 (7º e 8º ano)
ALUNO-1071,2,Fase 3 (7º e 8º ano)
ALUNO-1072,3,Fase 4 (9º ano)
ALUNO-1073,1,Fase 2 (5º e 6º ano)
ALUNO-1074,1,Fase 3 (7º e 8º ano)
ALUNO-1075,5,Fase 6 (2º EM)
ALUNO-1076,3,Fase 4 (9º ano)
ALUNO-1077,,
ALUNO-1078,2,Fase 3 (7º e 8º ano)
ALUNO-1079,,
ALUNO-1080,2,Fase 3 (7º e 8º ano)
ALUNO-1081,,
ALUNO-1082,1,Fase 2 (5º e 6º ano)
ALUNO-1083,,
ALUNO-1084,1,Fase 2 (5º e 6º ano)
ALUNO-1085,5,Fase 6 (2º EM)
ALUNO-1086,,
ALUNO-1087,,
ALUNO-1088,,
ALUNO-1089,,
ALUNO-1090,1,Fase 3 (7º e 8º ano)
ALUNO-1091,2,Fase 3 (7º e 8º ano)
ALUNO-1092,,
ALUNO-1093,7,Fase 8 (Universitários)
ALUNO-1094,,
ALUNO-1095,1,Fase 1 (4º ano)
ALUNO-1096,,
ALUNO-1097,4,Fase 4 (9º ano)
ALUNO-1098,0,Fase 1 (4º ano)
ALUNO-1099,2,Fase 2 (5º e 6º ano)
ALUNO-1100,,
ALUNO-1101,1,Fase 2 (5º e 6º ano)
ALUNO-1102,3,Fase 3 (7º e 8º ano)
ALUNO-1103,3,Fase 5 (1º EM)
ALUNO-1104,1,Fase 3 (7º e 8º ano)
ALUNO-1105,2,Fase 3 (7º e 8º ano)
ALUNO-1106,2,Fase 3 (7º e 8º ano)
ALUNO-1107,3,Fase 4 (9º ano)
ALUNO-1108,0,Fase 1 (4º ano)
ALUNO-1109,2,Fase 3 (7º e 8º ano)
ALUNO-1110,2,Fase 3 (7º e 8º ano)
ALUNO-1111,0,ALFA  (2º e 3º ano)
ALUNO-1112,,
ALUNO-1113,7,Fase 8 (Universitários)
ALUNO-1114,,
ALUNO-1115,,
ALUNO-1116,1,Fase 2 (5º e 6º ano)
ALUNO-1117,0,Fase 1 (4º ano)
ALUNO-1118,3,Fase 3 (7º e 8º ano)
ALUNO-1119,,
ALUNO-1120,1,Fase 1 (4º ano)
ALUNO-1121,0,ALFA  (2º e 3º ano)
ALUNO-1122,5,Fase 5 (1º EM)
ALUNO-1123,4,Fase 7 (3º EM)
ALUNO-1124,5,Fase 7 (3º EM)
ALUNO-1125,1,Fase 2 (5º e 6º ano)
ALUNO-1126,3,Fase 5 (1º EM)
ALUNO-1127,3,Fase 4 (9º ano)
ALUNO-1128,5,Fase 6 (2º EM)
ALUNO-1129,,
ALUNO-1130,3,Fase 3 (7º e 8º ano)
ALUNO-1131,,
ALUNO-1132,,
ALUNO-1133,,
ALUNO-1134,,
ALUNO-1135,0,Fase 1 (4º ano)
ALUNO-1136,5,Fase 6 (2º EM)
ALUNO-1137,,
ALUNO-1138,4,Fase 4 (9º ano)
ALUNO-1139,,
ALUNO-1140,,
ALUNO-1141,3,Fase 5 (1º EM)
ALUNO-1142,,
ALUNO-1143,,
ALUNO-1144,0,Fase 1 (4º ano)
ALUNO-1145,,
ALUNO-1146,,
ALUNO-1147,,
ALUNO-1148,,
ALUNO-1149,,
ALUNO-1150,1,Fase 2 (5º e 6º ano)
ALUNO-1151,4,Fase 5 (1º EM)
ALUNO-1152,2,Fase 2 (5º e 6º ano)
ALUNO-1153,3,Fase 4 (9º ano)
ALUNO-1154,1,Fase 2 (5º e 6º ano)
ALUNO-1155,0,ALFA  (2º e 3º ano)
ALUNO-1156,4,Fase 5 (1º EM)
ALUNO-1157,,
ALUNO-1158,,
ALUNO-1159,6,Fase 7 (3º EM)
ALUNO-1160,,
ALUNO-1161,4,Fase 6 (2º EM)
ALUNO-1162,0,Fase 2 (5º e 6º ano)
ALUNO-1163,7,Fase 8 (Universitários)
ALUNO-1164,,
ALUNO-1165,4,Fase 5 (1º EM)
ALUNO-1166,,
ALUNO-1167,2,Fase 2 (5º e 6º ano)
ALUNO-1168,1,Fase 3 (7º e 8º ano)
ALUNO-1169,2,Fase 2 (5º e 6º ano)
ALUNO-1170,1,Fase 2 (5º e 6º ano)
ALUNO-1171,4,Fase 3 (7º e 8º ano)
ALUNO-1172,,
ALUNO-1173,,
ALUNO-1174,6,Fase 7 (3º EM)
ALUNO-1175,,
ALUNO-1176,6,Fase 7 (3º EM)
ALUNO-1177,1,Fase 2 (5º e 6º ano)
ALUNO-1178,,
ALUNO-1179,2,Fase 3 (7º e 8º ano)
ALUNO-1180,2,Fase 3 (7º e 8º ano)
ALUNO-1181,1,Fase 3 (7º e 8º ano)
ALUNO-1182,0,ALFA  (2º e 3º ano)
ALUNO-1183,,
ALUNO-1184,1,Fase 2 (5º e 6º ano)
ALUNO-1185,1,Fase 2 (5º e 6º ano)
ALUNO-1186,3,Fase 4 (9º ano)
ALUNO-1187,,
ALUNO-1188,,
ALUNO-1189,,
ALUNO-1190,3,Fase 3 (7º e 8º ano)
ALUNO-1191,4,Fase 4 (9º ano)
ALUNO-1192,2,Fase 3 (7º e 8º ano)
ALUNO-1193,,
ALUNO-1194,1,Fase 2 (5º e 6º ano)
ALUNO-1195,4,Fase 3 (7º e 8º ano)
ALUNO-1196,,
ALUNO-1197,,
ALUNO-1198,,
ALUNO-1199,0,Fase 2 (5º e 6º ano)
ALUNO-1200,,
ALUNO-1201,,
ALUNO-1202,1,Fase 2 (5º e 6º ano)
ALUNO-1203,0,ALFA  (2º e 3º ano)
ALUNO-1204,1,Fase 2 (5º e 6º ano)
ALUNO-1205,,
ALUNO-1206,1,Fase 1 (4º ano)
ALUNO-1207,2,Fase 3 (7º e 8º ano)
ALUNO-1208,0,Fase 1 (4º ano)
ALUNO-1209,0,ALFA  (2º e 3º ano)
ALUNO-1210,0,Fase 1 (4º ano)
ALUNO-1211,0,Fase 1 (4º ano)
ALUNO-1212,,
ALUNO-1213,3,Fase 3 (7º e 8º ano)
ALUNO-1214,1,Fase 2 (5º e 6º ano)
ALUNO-1215,2,Fase 3 (7º e 8º ano)
ALUNO-1216,,
ALUNO-1217,4,Fase 5 (1º EM)
ALUNO-1218,,
ALUNO-1219,5,Fase 5 (1º EM)
ALUNO-1220,5,Fase 7 (3º EM)
ALUNO-1221,3,Fase 3 (7º e 8º ano)
ALUNO-1222,,
ALUNO-1223,3,Fase 3 (7º e 8º ano)
ALUNO-1224,2,Fase 3 (7º e 8º ano)
ALUNO-1225,,
ALUNO-1226,3,Fase 3 (7º e 8º ano)
ALUNO-1227,5,Fase 7 (3º EM)
ALUNO-1228,,
ALUNO-1229,,
ALUNO-1230,4,Fase 4 (9º ano)
ALUNO-1231,2,Fase 4 (9º ano)
ALUNO-1232,,
ALUNO-1233,6,Fase 6 (2º EM)
ALUNO-1234,,
ALUNO-1235,5,Fase 7 (3º EM)
ALUNO-1236,3,Fase 3 (7º e 8º ano)
ALUNO-1237,3,Fase 5 (1º EM)
ALUNO-1238,,
ALUNO-1239,2,Fase 3 (7º e 8º ano)
ALUNO-1240,,
ALUNO-1241,,
ALUNO-1242,,
ALUNO-1243,0,ALFA  (2º e 3º ano)
ALUNO-1244,1,Fase 2 (5º e 6º ano)
ALUNO-1245,5,Fase 7 (3º EM)
ALUNO-1246,0,ALFA  (2º e 3º ano)
ALUNO-1247,2,Fase 3 (7º e 8º ano)
ALUNO-1248,4,Fase 5 (1º EM)
ALUNO-1249,,
ALUNO-1250,4,Fase 5 (1º EM)
ALUNO-1251,4,Fase 4 (9º ano)
ALUNO-1252,,
ALUNO-1253,,
ALUNO-1254,,
ALUNO-1255,1,Fase 2 (5º e 6º ano)
ALUNO-1256,,
ALUNO-1257,,
ALUNO-1258,0,ALFA  (2º e 3º ano)
ALUNO-1260,1,Fase 3 (7º e 8º ano)
ALUNO-1261,,
ALUNO-1262,,
ALUNO-1263,3,Fase 3 (7º e 8º ano)
ALUNO-1264,2,Fase 3 (7º e 8º ano)
ALUNO-1265,,
ALUNO-1266,,
ALUNO-1267,0,ALFA  (2º e 3º ano)
ALUNO-1268,1,Fase 3 (7º e 8º ano)
ALUNO-1269,2,Fase 3 (7º e 8º ano)
ALUNO-1270,,
ALUNO-1271,3,Fase 3 (7º e 8º ano)
ALUNO-1272,0,ALFA  (2º e 3º ano)
ALUNO-1273,0,ALFA  (2º e 3º ano)
ALUNO-1274,,
ALUNO-1275,2,Fase 2 (5º e 6º ano)
ALUNO-1276,2,Fase 3 (7º e 8º ano)
ALUNO-1277,,
ALUNO-1278,1,Fase 2 (5º e 6º ano)
ALUNO-1279,5,Fase 6 (2º EM)
ALUNO-1280,0,ALFA  (2º e 3º ano)
ALUNO-1281,,
ALUNO-1282,,
ALUNO-1283,0,ALFA  (2º e 3º ano)
ALUNO-1284,,
ALUNO-1285,1,Fase 2 (5º e 6º ano)
ALUNO-1286,0,ALFA  (2º e 3º ano)
ALUNO-1287,1,Fase 3 (7º e 8º ano)
ALUNO-1288,,
ALUNO-1289,3,Fase 4 (9º ano)
ALUNO-1290,,
ALUNO-1291,,
ALUNO-1292,3,Fase 3 (7º e 8º ano)
ALUNO-1293,,
ALUNO-1294,,
ALUNO-1295,1,Fase 3 (7º e 8º ano)
ALUNO-1296,,
ALUNO-1297,,
ALUNO-1298,1,Fase 2 (5º e 6º ano)
ALUNO-1299,,
ALUNO-1300,1,Fase 2 (5º e 6º ano)
ALUNO-1301,,
ALUNO-1302,,
ALUNO-1303,,
ALUNO-1304,5,Fase 8 (Universitários)
ALUNO-1305,0,Fase 2 (5º e 6º ano)
ALUNO-1306,4,Fase 6 (2º EM)
ALUNO-1307,2,Fase 3 (7º e 8º ano)
ALUNO-1308,,
ALUNO-1309,,
ALUNO-1310,,
ALUNO-1311,3,Fase 4 (9º ano)
ALUNO-1312,3,Fase 3 (7º e 8º ano)
ALUNO-1313,,
ALUNO-1314,3,Fase 5 (1º EM)
ALUNO-1315,,
ALUNO-1316,,
ALUNO-1317,3,Fase 3 (7º e 8º ano)
ALUNO-1318,,
ALUNO-1319,2,Fase 3 (7º e 8º ano)
ALUNO-1320,2,Fase 3 (7º e 8º ano)
ALUNO-1321,0,Fase 1 (4º ano)
ALUNO-1322,5,Fase 6 (2º EM)
ALUNO-1323,2,Fase 3 (7º e 8º ano)
ALUNO-1324,2,Fase 3 (7º e 8º ano)
ALUNO-1325,,
ALUNO-1326,,
ALUNO-1327,2,Fase 4 (9º ano)
ALUNO-1328,,
ALUNO-1329,1,Fase 2 (5º e 6º ano)
ALUNO-1330,4,Fase 6 (2º EM)
ALUNO-1331,0,Fase 1 (4º ano)
ALUNO-1332,,
ALUNO-1333,1,Fase 1 (4º ano)
ALUNO-1334,1,Fase 1 (4º ano)
ALUNO-1335,2,Fase 3 (7º e 8º ano)
ALUNO-1336,,
ALUNO-1337,3,Fase 4 (9º ano)
ALUNO-1338,2,Fase 3 (7º e 8º ano)
ALUNO-1339,,
ALUNO-1340,3,Fase 8 (Universitários)
ALUNO-1341,,
ALUNO-1342,2,Fase 2 (5º e 6º ano)
ALUNO-1343,2,Fase 4 (9º ano)
ALUNO-1344,,
ALUNO-1345,,
ALUNO-1346,0,Fase 1 (4º ano)
ALUNO-1347,,
ALUNO-1348,4,Fase 5 (1º EM)
ALUNO-1349,3,Fase 5 (1º EM)
